id,productDisplayName,brand,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,outfit_slot,formality,formality_tier,color_family,is_neutral,is_ethnic,price,mrp,discount_pct,image_file
5766,Jealous 21 Women Black Jegging,Jealous 21,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,bottom,1.0,Casual,neutral,True,False,2299,2899,20,5766.jpg
5768,Jealous 21 Women Dark Blue Jeggning,Jealous 21,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2011.0,Casual,bottom,1.0,Casual,blue,False,False,999,999,0,5768.jpg
5873,Converse Uniex As Floral Print Ox Brown Shoe,Converse Uniex,Unisex,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,footwear,1.0,Casual,brown,True,False,2299,4599,50,5873.jpg
5883,Converse Unisex Speciality Ox Rust Shoe,Converse,Unisex,Footwear,Shoes,Casual Shoes,Orange,Summer,2011.0,Casual,footwear,1.0,Casual,orange,False,False,1599,3999,60,5883.jpg
5954,Locomotive Men Pink Stripe Shirt,Locomotive,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,top,1.5,Smart Casual,pink,False,False,1399,2349,40,5954.jpg
5955,Locomotive Men Yellow Checked Shirt,Locomotive,Men,Apparel,Topwear,Shirts,Yellow,Summer,2011.0,Casual,top,1.5,Smart Casual,yellow,False,False,649,649,0,5955.jpg
6124,Puma Men Motion MR Black  Shoulder Bag,Puma,Men,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,accessory,1.0,Casual,neutral,True,False,1999,4999,60,6124.jpg
6317,Catwalk Pink Slip-On Shoe,Catwalk Pink,Women,Footwear,Shoes,Casual Shoes,Pink,Winter,2015.0,Casual,footwear,1.0,Casual,pink,False,False,2549,6399,60,6317.jpg
6392,Lotto Women Sofia Blue Black Floater,Lotto,Women,Footwear,Shoes,Flats,Blue,Summer,2011.0,Casual,footwear,1.0,Casual,blue,False,False,1049,2099,50,6392.jpg
6559,Nike Unisex All Access HA Pink Backpack,Nike,Unisex,Accessories,Bags,Backpacks,Pink,Summer,2011.0,Casual,accessory,1.0,Casual,pink,False,False,899,1499,40,6559.jpg
6566,Nike Men's Green Shorts,Nike,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011.0,Sports,bottom,0.0,Relaxed,green,False,False,749,1249,40,6566.jpg
6609,Spykar Men's Stripes White Top,Spykar,Men,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,top,1.0,Casual,neutral,True,False,1099,1599,30,6609.jpg
6657,Nike Women's Butterfly Thong Brown Flip Flop,Nike,Women,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,footwear,0.0,Relaxed,brown,True,False,399,399,0,6657.jpg
6658,Nike Women Dunk Low Light Brown Shoe,Nike,Women,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,footwear,1.0,Casual,brown,True,False,3099,3899,20,6658.jpg
6785,Timberland Men Falmouth Cycling Jac Red Jacket,Timberland,Men,Apparel,Topwear,Jackets,Red,Summer,2011.0,Casual,outerwear,1.0,Casual,red,False,False,3649,3649,0,6785.jpg
6807,Timberland Men's Prem Wheat Yellow Shoe,Timberland,Men,Footwear,Shoes,Casual Shoes,Yellow,Fall,2012.0,Casual,footwear,1.0,Casual,yellow,False,False,2899,4849,40,6807.jpg
6808,Timberland Women's Prem Wheat Yellow Shoe,Timberland,Women,Footwear,Shoes,Casual Shoes,Yellow,Summer,2011.0,Casual,footwear,1.0,Casual,yellow,False,False,1799,1799,0,6808.jpg
6863,Forever New Women Length Legging Black Capri,Forever New,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Ethnic,bottom,2.0,Smart Casual,neutral,True,True,1299,1299,0,6863.jpg
6868,Forever New Women's Waterfall Sleeve Shift Black Dress,Forever New,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,onepiece,1.0,Casual,neutral,True,False,2949,7399,60,6868.jpg
6870,Forever New Women's Pink Dress,Forever New,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,onepiece,1.0,Casual,pink,False,False,1199,1999,40,6870.jpg
6876,Forever New Women Peach Jacket,Forever New,Women,Apparel,Topwear,Jackets,Peach,Summer,2011.0,Casual,outerwear,1.0,Casual,pink,False,False,3299,8249,60,6876.jpg
6880,Forever New Women Long Black Jacket,Forever New,Women,Apparel,Topwear,Jackets,Black,Summer,2011.0,Casual,outerwear,1.0,Casual,neutral,True,False,2549,6399,60,6880.jpg
6885,Forever New Women Dye Crochet White Dress,Forever New,Women,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,onepiece,1.0,Casual,neutral,True,False,1149,1949,40,6885.jpg
6896,Forever New Women Black Trouser,Forever New,Women,Apparel,Bottomwear,Trousers,Black,Summer,2011.0,Casual,bottom,1.5,Smart Casual,neutral,True,False,1349,2249,40,6896.jpg
6969,s.Oliver Women's Green Blouse Shirt,s.Oliver,Women,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,top,1.5,Smart Casual,green,False,False,1999,4999,60,6969.jpg
6977,s.Oliver Men Pin Striped Olive Green Cargo Shorts,s.Oliver,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011.0,Casual,bottom,0.25,Relaxed,green,False,False,999,999,0,6977.jpg
7136,Urban Yoga Men Bottom Olive Green Yoga Pants,Urban Yoga,Men,Apparel,Bottomwear,Track Pants,Green,Fall,2011.0,Casual,bottom,0.25,Relaxed,green,False,False,1199,1999,40,7136.jpg
7142,Scullers For Her Women Light Work Purple Check Shirts,Scullers For,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,top,1.5,Smart Casual,purple,False,False,1299,1899,30,7142.jpg
7192,Jealous 21 Women Brown Jeggings,Jealous 21,Women,Apparel,Bottomwear,Jeans,Brown,Fall,2011.0,Casual,bottom,1.0,Casual,brown,True,False,1949,1949,0,7192.jpg
7409,W Women Round Neck Short Sleeve Pink Kurta,W,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Ethnic,top,2.0,Smart Casual,pink,False,True,1199,1199,0,7409.jpg
7410,W Women Deep U Neck-Yarn Dyed Red Kurta,W,Women,Apparel,Topwear,Kurtas,Red,Summer,2011.0,Ethnic,top,2.0,Smart Casual,red,False,True,1499,1899,20,7410.jpg
7411,W Women V Neck Short Sleeve Purple Kurta,W,Women,Apparel,Topwear,Kurtas,Purple,Summer,2011.0,Ethnic,top,2.0,Smart Casual,purple,False,True,1049,1749,40,7411.jpg
7414,W Women V Neck Sleeve Black Kurta,W,Women,Apparel,Topwear,Kurtas,Black,Summer,2011.0,Ethnic,top,2.0,Smart Casual,neutral,True,True,1149,1949,40,7414.jpg
7416,W Women V Neck Solid Short Sleeve White Kurta,W,Women,Apparel,Topwear,Kurtas,White,Summer,2011.0,Ethnic,top,2.0,Smart Casual,neutral,True,True,1649,1649,0,7416.jpg
7417,W Women Sqaure Neck Short Sleeve Blue Kurta,W,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,top,2.0,Smart Casual,blue,False,True,749,1099,30,7417.jpg
7418,W Women Mandarin Neck-Yarn Dyed Green Kurta,W,Women,Apparel,Topwear,Kurtas,Green,Summer,2011.0,Ethnic,top,2.0,Smart Casual,green,False,True,599,749,20,7418.jpg
7429,W Women's Round Neck Sleeveless Pink Top,W,Women,Apparel,Topwear,Kurtas,Pink,Summer,2011.0,Casual,top,1.0,Casual,pink,False,True,649,949,30,7429.jpg
7433,Proline Men Navy Shorts,Proline,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Casual,bottom,0.25,Relaxed,blue,True,False,849,2149,60,7433.jpg
7617,Wrangler Men Green Canvas Cap,Wrangler,Men,Accessories,Headwear,Caps,Green,Summer,2011.0,Casual,accessory,0.5,Relaxed,green,False,False,299,299,0,7617.jpg
7619,Wrangler Men Light Blue Canvas Cap,Wrangler,Men,Accessories,Headwear,Caps,Blue,Summer,2011.0,Casual,accessory,0.5,Relaxed,blue,False,False,549,799,30,7619.jpg
7624,Wrangler Men Dusky Rose Leather Belt,Wrangler,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Casual,accessory,1.0,Casual,brown,True,False,649,849,20,7624.jpg
7736,Puma Men Ferrari Lifestyle Red Cap,Puma,Men,Accessories,Headwear,Caps,Red,Fall,2011.0,Casual,accessory,0.5,Relaxed,red,False,False,599,999,40,7736.jpg
7890,Proline Men Brown Track Pants,Proline,Men,Apparel,Bottomwear,Track Pants,Brown,Fall,2011.0,Casual,bottom,0.25,Relaxed,brown,True,False,799,799,0,7890.jpg
7896,Proline Men Blue Shorts,Proline,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,bottom,0.25,Relaxed,blue,False,False,1149,1649,30,7896.jpg
7898,Proline Men Red Shorts,Proline,Men,Apparel,Bottomwear,Shorts,Red,Fall,2011.0,Casual,bottom,0.25,Relaxed,red,False,False,1149,1949,40,7898.jpg
7902,Proline Men Brown & Blue Checked Shorts,Proline,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,bottom,0.25,Relaxed,brown,True,False,1149,1949,40,7902.jpg
7957,Puma Women's USP Chest Cat Blue Top,Puma,Women,Apparel,Topwear,Tops,Green,Fall,2011.0,Sports,top,0.75,Casual,green,False,False,949,1599,40,7957.jpg
8114,Fastrack Men Military Canvas Belt,Fastrack,Men,Accessories,Belts,Belts,Green,Winter,2016.0,Casual,accessory,1.0,Casual,green,False,False,699,1399,50,8114.jpg
8222,Fastrack Men Red Nylon Backpack,Fastrack,Men,Accessories,Bags,Backpacks,Red,Winter,2016.0,Casual,accessory,1.0,Casual,red,False,False,1449,1449,0,8222.jpg
8231,Fastrack Men Green Laptop Backpack,Fastrack,Men,Accessories,Bags,Backpacks,Green,Winter,2016.0,Casual,accessory,1.0,Casual,green,False,False,949,1899,50,8231.jpg
8395,ADIDAS Men Sf Str Slv Fs Ca Grey Sweaters,ADIDAS,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Sports,top,0.75,Casual,neutral,True,False,1499,2499,40,8395.jpg
8483,Forever New Women Creme de Menthe Blue Dresses,Forever New,Women,Apparel,Dress,Dresses,Blue,Fall,2011.0,Casual,onepiece,1.0,Casual,blue,False,False,1349,2249,40,8483.jpg
8484,Forever New Women Floral Purple Dress,Forever New,Women,Apparel,Dress,Dresses,Purple,Fall,2011.0,Casual,onepiece,1.0,Casual,purple,False,False,2249,2249,0,8484.jpg
8500,Forever New Women GeoPrint Multi Coloured Dress,Forever New,Women,Apparel,Dress,Dresses,Multi,Fall,2011.0,Casual,onepiece,1.0,Casual,multi,False,False,2749,3949,30,8500.jpg
8748,Indigo Nation Men Plain Orange Shirts,Indigo Nation,Men,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Casual,top,1.5,Smart Casual,orange,False,False,1499,2999,50,8748.jpg
8787,Indigo Nation Men Price catch Green White Shirts,Indigo Nation,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,top,3.5,Formal,neutral,True,False,2499,2499,0,8787.jpg
8788,Indigo Nation Men Price catch Red White Shirts,Indigo Nation,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,top,3.5,Formal,neutral,True,False,1849,3099,40,8788.jpg
8791,Indigo Nation Men Price catch Blue White Shirts,Indigo Nation,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,top,3.5,Formal,blue,False,False,1949,2449,20,8791.jpg
8832,Spykar Men Rts Grey White Pullover Grey Sweaters,Spykar,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,top,1.0,Casual,neutral,True,False,2199,2749,20,8832.jpg
8834,Scullers Men Scul Brown Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011.0,Formal,bottom,3.5,Formal,brown,True,False,2099,3499,40,8834.jpg
8835,Scullers Men Scul Green Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,bottom,3.5,Formal,green,False,False,2549,6399,60,8835.jpg
8837,Scullers Men Scul Cream Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Cream,Summer,2011.0,Casual,bottom,1.5,Smart Casual,neutral,True,False,1149,1649,30,8837.jpg
8844,Scullers Men Scul Brown Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011.0,Casual,bottom,1.5,Smart Casual,brown,True,False,1599,1999,20,8844.jpg
8881,Scullers Men Scul Navy Blue Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2011.0,Casual,bottom,1.5,Smart Casual,blue,True,False,999,1449,30,8881.jpg
8882,Scullers Men Scul Navy Blue Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2011.0,Formal,bottom,3.5,Formal,blue,True,False,1499,2999,50,8882.jpg
8883,Scullers Men Scul Grey Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,bottom,3.5,Formal,neutral,True,False,1049,2099,50,8883.jpg
8884,Scullers Men Scul Cream Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Cream,Summer,2011.0,Formal,bottom,3.5,Formal,neutral,True,False,2999,2999,0,8884.jpg
8885,Scullers Men Scul Green Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Green,Summer,2011.0,Formal,bottom,3.5,Formal,green,False,False,1049,1349,20,8885.jpg
8887,John Miller Men Pink Shirt,John Miller,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,top,3.5,Formal,pink,False,False,1599,1999,20,8887.jpg
8888,John Miller Men Solid Pink Shirt,John Miller,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Formal,top,3.5,Formal,pink,False,False,2299,3299,30,8888.jpg
8892,Scullers Men Navy Blue Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,bottom,3.5,Formal,blue,True,False,2849,5699,50,8892.jpg
8901,Indigo Nation Men PV stretch Grey Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,bottom,3.5,Formal,neutral,True,False,2649,2649,0,8901.jpg
8903,Indigo Nation Men Textura Olive Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Formal,bottom,3.5,Formal,green,False,False,1949,4899,60,8903.jpg
8905,Indigo Nation Men Textura Brown Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,bottom,3.5,Formal,brown,True,False,2549,2549,0,8905.jpg
8928,Puma Men Ferrari Replica Red Belt,Puma,Men,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,accessory,1.0,Casual,red,False,False,1249,3149,60,8928.jpg
8937,Scullers Men Scul Brown Trousers,Scullers,Men,Apparel,Bottomwear,Trousers,Brown,Summer,2011.0,Formal,bottom,3.5,Formal,brown,True,False,1749,1749,0,8937.jpg
8948,Indigo Nation Men ID Printed Navy Blue Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,bottom,3.5,Formal,blue,True,False,2949,4949,40,8948.jpg
8950,Indigo Nation Men ID Yarn Dyed Olive Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Casual,bottom,1.5,Smart Casual,green,False,False,1349,2699,50,8950.jpg
8951,Indigo Nation Men ID Yarn Dyed Black Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,bottom,1.5,Smart Casual,neutral,True,False,1499,2149,30,8951.jpg
8954,Indigo Nation Men PV stretch Brown Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,bottom,3.5,Formal,brown,True,False,1999,2499,20,8954.jpg
9016,Fastrack Unisex Khaki Brown Canvas Belts,Fastrack,Unisex,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,accessory,1.0,Casual,brown,True,False,649,949,30,9016.jpg
9017,Fastrack Unisex Non Leather Brown Belts,Fastrack,Unisex,Accessories,Belts,Belts,Black,Winter,2016.0,Casual,accessory,1.0,Casual,neutral,True,False,449,449,0,9017.jpg
9022,Buckaroo Men Frio Multi Flip Flops,Buckaroo,Men,Footwear,Flip Flops,Flip Flops,Multi,Winter,2011.0,Casual,footwear,0.0,Relaxed,multi,False,False,549,549,0,9022.jpg
9064,Mark Taylor Men Blue Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,top,3.5,Formal,blue,False,False,1599,1599,0,9064.jpg
9065,Mark Taylor Men Blue Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,top,3.5,Formal,blue,False,False,2399,3999,40,9065.jpg
9116,Puma Women Ikonis 2 White Sports Shoes,Puma,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Sports,footwear,0.75,Casual,neutral,True,False,1149,2299,50,9116.jpg
9158,Locomotive Men Cade Black Jeans,Locomotive,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,bottom,1.0,Casual,neutral,True,False,2549,3199,20,9158.jpg
9160,Locomotive Men Cal Grey Jeans,Locomotive,Men,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,bottom,1.0,Casual,neutral,True,False,999,999,0,9160.jpg
9161,Locomotive Men Cairo Blue Jeans,Locomotive,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,bottom,1.0,Casual,blue,False,False,2549,2549,0,9161.jpg
9162,Locomotive Men Callum Blue Jeans,Locomotive,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,bottom,1.0,Casual,blue,False,False,1149,1449,20,9162.jpg
9211,Puma Men Silly Point Orange Casual Shoes,Puma,Men,Footwear,Shoes,Casual Shoes,Orange,Fall,2011.0,Casual,footwear,1.0,Casual,orange,False,False,1549,2249,30,9211.jpg
9236,Mark Taylor Men Brown Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,top,3.5,Formal,brown,True,False,2199,2199,0,9236.jpg
9239,Mark Taylor Men Green Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,top,3.5,Formal,green,False,False,1049,1349,20,9239.jpg
9248,Mark Taylor Men Purple Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,top,3.5,Formal,purple,False,False,1449,1449,0,9248.jpg
9250,Mark Taylor Men Red Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,top,3.5,Formal,red,False,False,1549,1949,20,9250.jpg
9251,Mark Taylor Men Green Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,top,3.5,Formal,green,False,False,1399,1749,20,9251.jpg
9252,Mark Taylor Men Brown Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,top,3.5,Formal,brown,True,False,2149,3099,30,9252.jpg
9253,Mark Taylor Men Purple Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,top,3.5,Formal,purple,False,False,899,899,0,9253.jpg
9261,Mark Taylor Men Red Striped Shirt,Mark Taylor,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,top,3.5,Formal,red,False,False,799,999,20,9261.jpg
9343,Puma Men Chino Brown Shorts,Puma,Men,Apparel,Bottomwear,Shorts,Brown,Fall,2011.0,Casual,bottom,0.25,Relaxed,brown,True,False,699,1399,50,9343.jpg
9428,Carlton London Women ManTara Black Sandals,Carlton London,Women,Footwear,Shoes,Flats,Black,Summer,2011.0,Sports,footwear,0.75,Casual,neutral,True,False,699,699,0,9428.jpg
9573,Puma Women Fitness Large Hobo Purple Backpacks,Puma,Women,Accessories,Bags,Backpacks,Purple,Fall,2011.0,Casual,accessory,1.0,Casual,purple,False,False,1349,3399,60,9573.jpg
9874,Spykar Men Rts Style Live Ride Navy Blue Sweaters,Spykar,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,top,1.0,Casual,blue,True,False,1349,3399,60,9874.jpg
9902,Spykar Men Skinny Low Waist Tight Fit Blue Jeans,Spykar,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2011.0,Casual,bottom,1.0,Casual,blue,True,False,2299,3849,40,9902.jpg
9911,Puma Women Fitness Large Hobo Black Backpacks,Puma,Women,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,accessory,1.0,Casual,neutral,True,False,1849,2649,30,9911.jpg
9945,ADIDAS Men Frnt Str Navy Blue Sweaters,ADIDAS,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Sports,top,0.75,Casual,blue,True,False,1699,1699,0,9945.jpg
9971,Nike Men As Squad Ft C Blue Sweatshirts,Nike,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Sports,top,0.25,Relaxed,blue,False,False,1649,2399,30,9971.jpg
9993,Urban Yoga Women Anga Beige Leggings,Urban Yoga,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011.0,Casual,bottom,1.0,Casual,neutral,True,False,699,1199,40,9993.jpg
10017,Nike Women As The Windru Blue Jackets,Nike,Women,Apparel,Topwear,Jackets,Blue,Fall,2011.0,Sports,outerwear,0.75,Casual,blue,False,False,3849,5499,30,10017.jpg
10029,Nike Women As Script Mas Navy Blue Sweatshirts,Nike,Women,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Sports,top,0.25,Relaxed,blue,True,False,1249,2099,40,10029.jpg
10258,John Miller Men Line Navy Blue Trousers,John Miller,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,bottom,3.5,Formal,blue,True,False,2599,3249,20,10258.jpg
10297,Clarks Men Black Leather Loafers,Clarks,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Smart Casual,footwear,2.0,Smart Casual,neutral,True,False,1749,2949,40,10297.jpg
10492,Flying Machine Women HS Orange Shirt,Flying Machine,Women,Apparel,Topwear,Shirts,Orange,Fall,2011.0,Casual,top,1.5,Smart Casual,orange,False,False,999,999,0,10492.jpg
10572,Puma Men Knitted Red Sweaters,Puma,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,top,1.0,Casual,red,False,False,2399,5999,60,10572.jpg
11077,Scullers Men Stripes Purple Sweaters,Scullers,Men,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,top,1.0,Casual,purple,False,False,1399,1999,30,11077.jpg
11093,Scullers Women Knit White Sweaters,Scullers,Women,Apparel,Topwear,Sweaters,White,Fall,2011.0,Casual,top,1.0,Casual,neutral,True,False,999,1999,50,11093.jpg
11096,Scullers Women Stripes Purple Sweaters,Scullers,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,top,1.0,Casual,purple,False,False,849,1449,40,11096.jpg
11151,Indigo Nation Men Check Grey Ties,Indigo Nation,Men,Accessories,Ties,Ties,Grey,Fall,2011.0,Formal,accessory,4.0,Very Formal,neutral,True,False,599,599,0,11151.jpg
11153,Indigo Nation Men Check Blue Ties,Indigo Nation,Men,Accessories,Ties,Ties,Blue,Fall,2011.0,Formal,accessory,4.0,Very Formal,blue,False,False,699,699,0,11153.jpg
11156,Indigo Nation Men Check Red Ties,Indigo Nation,Men,Accessories,Ties,Ties,Red,Fall,2011.0,Formal,accessory,4.0,Very Formal,red,False,False,449,449,0,11156.jpg
11167,John Miller Men Solid Brown Shirts,John Miller,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,top,3.5,Formal,brown,True,False,1749,1749,0,11167.jpg
11169,Scullers Men Stripes Green Sweaters,Scullers,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,top,1.0,Casual,green,False,False,1049,1049,0,11169.jpg
11170,Scullers Men Stripes Yellow Sweaters,Scullers,Men,Apparel,Topwear,Sweaters,Yellow,Fall,2011.0,Casual,top,1.0,Casual,yellow,False,False,1649,2099,20,11170.jpg
11245,Urban Yoga Women Solid Black Churidar,Urban Yoga,Women,Apparel,Bottomwear,Churidar,Black,Fall,2011.0,Ethnic,bottom,2.0,Smart Casual,neutral,True,True,699,1399,50,11245.jpg
11248,Indigo Nation Men Solid Khaki Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Formal,bottom,3.5,Formal,brown,True,False,1999,1999,0,11248.jpg
11253,Indigo Nation Men Tro Olive Trousers,Indigo Nation,Men,Apparel,Bottomwear,Trousers,Olive,Fall,2011.0,Formal,bottom,3.5,Formal,green,False,False,1899,1899,0,11253.jpg
11276,Nike Men Running Maroon Sweatshirt,Nike,Men,Apparel,Topwear,Sweatshirts,Maroon,Fall,2011.0,Sports,top,0.25,Relaxed,red,False,False,1849,4649,60,11276.jpg
11433,United Colors of Benetton Women Light Winter Mauve Vest,United Colors,Women,Apparel,Topwear,Sweaters,Mauve,Fall,2011.0,Casual,top,1.0,Casual,pink,False,False,1699,1699,0,11433.jpg
11530,United Colors of Benetton Men Light Winter Green Sweatshirts,United Colors,Men,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,top,0.5,Relaxed,green,False,False,1549,1549,0,11530.jpg
11581,W Women Printed Yellow Kurtas,W,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2011.0,Ethnic,top,2.0,Smart Casual,yellow,False,True,1149,1949,40,11581.jpg
11612,W Women Solid Brown Kurtas,W,Women,Apparel,Topwear,Kurtas,Brown,Summer,2011.0,Ethnic,top,2.0,Smart Casual,brown,True,True,899,1499,40,11612.jpg
11788,Vishudh Women Multi Coloured Kurta,Vishudh,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,top,2.0,Smart Casual,multi,False,True,1699,1699,0,11788.jpg
11874,Franco Leone Men Casual Black Sandals,Franco Leone,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Casual,footwear,2.0,Smart Casual,neutral,True,False,1849,1849,0,11874.jpg
11875,Franco Leone Men Casual Brown Sandals,Franco Leone,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013.0,Casual,footwear,2.0,Smart Casual,brown,True,False,1499,3749,60,11875.jpg
11885,Franco Leone Men Formal Blue Formal Shoes,Franco Leone,Men,Footwear,Shoes,Formal Shoes,Blue,Summer,2011.0,Formal,footwear,4.0,Very Formal,blue,False,False,1649,3299,50,11885.jpg
11899,Franco Leone Men Formal Maroon Formal Shoes,Franco Leone,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,footwear,4.0,Very Formal,red,False,False,4249,7099,40,11899.jpg
11901,Franco Leone Men Formal Maroon Formal Shoes,Franco Leone,Men,Footwear,Shoes,Formal Shoes,Maroon,Fall,2011.0,Formal,footwear,4.0,Very Formal,red,False,False,4599,7699,40,11901.jpg
11967,Newfeel Unisex Green Shoes,Newfeel,Unisex,Footwear,Shoes,Casual Shoes,White,Spring,2012.0,Sports,footwear,0.75,Casual,neutral,True,False,1799,2999,40,11967.jpg
12116,Aurelia Women Solid Orange Kurtas,Aurelia,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,top,2.0,Smart Casual,orange,False,True,649,949,30,12116.jpg
12345,Xoxo Women Maroon Pure Georgette Solid Ready-to-wear Saree,Xoxo,Women,Apparel,Saree,Sarees,Maroon,Spring,2018.0,Ethnic,onepiece,2.75,Formal,red,False,True,1449,2099,30,12345.jpg
